Société qui factire la location ;Site commercial;Ing Commercial financé;Client;SIRET client;Nom client;Avenant;Commentaire;Date effet;Fin validité;Période Fac;Nb loyers;Somme de Mt financé € HT ;Somme de Mt Loyer intercaoaire HT et /ou 49 € de frais de dossier;Somme de Loyer client € HT 
;;;DANCIN8527;79483204800019;CAFE DANCING MAISON ROUGE;CTR-034744/0001;"CANON IR C3325I - NS QTS02019_x000D_
";23/10/2015;31/03/2021;Trimestrielle;21;4705,14;277,26;300
;;;DEBROS8006;44387671900016;MAITRE DEBROSSE;CTR-034908/0001;SHARP MX-M565NSF - NS 55020369 - 55020359;22/11/2015;31/03/2021;Trimestrielle;21;20000;519,13;1194
;;;DECOMA1626;38805625100019;DECOMARBRE;CTR-030479/0001;COPIEUR TASKALFA 2550CI - NS : NUZ3108755;28/05/2013;30/09/2018;Trimestrielle;21;3515,54;89,67;240
;;;DELAGE1546;539264622;DELAGE ET ALLAIN ARCHITECTURE;CTR-038322/0001;"CANON IPF 770 NS BAHN0808 + Garantie
";27/11/2017;31/03/2023;Trimestrielle;21;4658,09;112,99;297
;;;DROITS5876;42372554800014;MAISON DES DROITS DE L'HOMME;CTR-032494/0001;"SHARP MX-2614NSF - NS 3507248Y_x000D_
";01/10/2014;31/12/2019;Trimestrielle;21;5269,76;49;336
;;;ENERGE3770;53305082900019;BE ENERGETIK;CTR-035865/0001;"CANON IR C3325I - NS QTS19511_x000D_
";17/06/2016;30/09/2021;Trimestrielle;21;4391,47;92,08;280
;;;FCPE3129;77807342900020;FCPE 87;CTR-031386/0001;MULTIFONCTION SHARP MX-M202DSF - NS 33015739;21/11/2013;30/03/2019;Trimestrielle;21;2263,06;115,4;149
;;;FINIME5338;310530456;FINI METAUX;CTR-033019/0001;"MX-3140NSF - NS 3800494Y_x000D_
MX-3114NSF - NS 35114612_x000D_
MX-2314NSF - NS 45123733";01/01/2015;31/03/2020;Trimestrielle;21;15942,47;49;963
;;;;;;CTR-034226/0001;"SHARP MX-2314NSF - NS 4509625Y_x000D_
";01/07/2015;30/09/2020;Trimestrielle;21;3645;49;240
;;;;;;CTR-038244/0001;"SHARP MX-2630NEU NS 75149357 + Accessoires
";16/11/2017;31/03/2023;Trimestrielle;21;4658,09;148,5;297
;;;;;;CTR-038245/0001;"LEXMARK XM 3150 NS 70163HH00HTC - 70167PHH0BTCK - 70167PHH0BT92 + Accessoires
";16/11/2017;31/12/2020;Trimestrielle;12;6829,92;337,5;675
;;;INGEPO3371;52408384700011;INGEPOLE;CTR-030477/0001;COPIEUR CANON IRA C2220I - NS : LYK02387;21/05/2013;30/09/2018;Trimestrielle;21;11270,04;323,04;717
;;;LACHAP8017;40015732700018;LA CHAPELLE SAINT MARTIN;CTR-033662/0001;"SHARP MX-2314NSF - NS 45096739_x000D_
";03/03/2015;30/06/2020;Trimestrielle;21;4187,58;135,03;267
;;;LDSO0341;53481348000033;LD SONORE;CTR-033607/0001;"KYOCERA 2551ci - NS LHD4718658_x000D_
";20/02/2015;31/03/2018;Trimestrielle;12;2639,84;168,56;269
;;;LEUKOS8127;488767369;LEUKOS SARL;CTR-034980/0001;"SHARP MX-2314NSF - NS 55032906 _x000D_
+ Accessoires_x000D_
";25/11/2015;31/03/2021;Trimestrielle;21;3144;132,25;207
;;;MALEF0791;766403364;ANDRE MALEFOND;CTR-039349/0001;"CANON IRC 2225I NS LYE63172 
";01/04/2018;31/03/2021;Trimestrielle;12;2355,25;0;240
;;;MBILLA5624;21870160500055;MAIRIE LES BILLANGES;CTR-031233/0001;TASKALFA 2550CI - NS NUZ3613522;21/10/2013;31/03/2019;Trimestrielle;21;4761,04;279,09;294
;;;MBONNE5016;21871380800010;MAIRIE DE ST BONNET BRIANCE;CTR-035506/0001;CANON IR C3325I - NS QTS08943 + Accessoires;01/04/2016;30/06/2021;Trimestrielle;21;5332,5;0;340
;;;MCHATE1019;21870420300015;MAIRIE CHATENET EN DOGNON;CTR-031636/0001;MULTIFONCTION SHARP MX-2314NSF - NS 35079116;16/01/2014;30/06/2019;Trimestrielle;21;5175,66;324;330
;;;MFELL5111;21230790400012;MAIRIE FELLETIN;CTR-035040/0001;"SHARP MX-3114NSF - NS 35045031 + Accessoires_x000D_
";11/12/2015;31/12/2018;Trimestrielle;12;4523;102,03;447
;;;;;;CTR-030421/0001;MULTIFONCTION SHARP MX-3114NSF - NS : 2508920X;01/07/2013;30/09/2018;Trimestrielle;21;12740,69;0;825
;;;MJABRE8102;21870760200015;MAIRIE DE JABREILLES;CTR-035649/0001;"SHARP MX-2314NSF - NS 55024057_x000D_
 ";21/04/2016;30/09/2021;Trimestrielle;21;3873,03;198,96;255
;;;MMARTE2019;21871560500018;MAIRIE DE SAINT JUST LE MARTEL;CTR-030480/0001;"COPIEUR SHARP MX-M354NSF - NS : 25015317_x000D_
COPIEUR SHARP MX-M232DSF - NS : 33046252";01/07/2013;30/09/2018;Trimestrielle;21;7969,19;0;507
;;;MPRIES7038;21871780900014;MAIRIE ST PRIEST TAURION;CTR-031197/0001;"TASKALFA 4551CI _x000D_
COPIEURS SHARP MX-M232DSF - NS 3303977 / 33039067";10/10/2013;31/03/2019;Trimestrielle;21;11910,55;712,1;735
;;;MSTMAR7412;21871670200053;MAIRIE ST MARTIN TERRESSUS;CTR-034461/0001;"CANON IR C2225i - NS LYE63134 - NS LYE63175 _x000D_
";26/08/2015;31/12/2020;Trimestrielle;21;6540,15;212,17;417
;;;;;;CTR-036217/0001;"CANON IR C3325i - NS QTS23141 + Accessoires_x000D_
";13/09/2016;31/12/2021;Trimestrielle;21;4001;49,89;255
;;;OEKOU8944;52229616900017;OEKOUMENE;CTR-029873/0001;COPIEUR CANON IRC3380I - NS : MMS03361;01/02/2013;30/06/2018;Trimestrielle;21;4107,09;177;270
;;;OGEC4344;77807073000024;OGEC ECOLE LOUISE DE MARILLAC;CTR-033078/0001;"MX-3140NSF - NS 38011196
MULTIFONCTION SHARP MX-3610NSF - NS : 15034813
";01/01/2015;31/03/2020;Trimestrielle;21;11963,78;0;747
;;;ONF5313;66204311603020;OFFICE NATIONAL DES FORETS;CTR-028840/0001;MULTIFONCTION SHARP MX-3111USF - NS : 1508117Y;02/08/2012;31/12/2017;Trimestrielle;21;5932,46;254,35;390
;;;PWC0800;814416582;PWC ENTREPRENEURS;CTR-031523/0001;"CANON IR ADVANCE C5235I - NS JWF08056_x000D_
IR ADVANCE C225I - LYE17608";20/12/2013;31/03/2019;Trimestrielle;21;15025,13;166;897
;;;RCDECO7936;52065119100014;RC DECOUPE;CTR-039469/0001;"Lexmark XC9235 NS 7559030002220 + Accessoires
";01/07/2018;30/09/2023;Trimestrielle;21;13453,26;0;840
;;;SALHUM2670;34279990500027;SAINT JUST CULTURE LOISIRS;CTR-031578/0001;IR ADVANCE C2225I - NS LYE17695;10/01/2014;30/06/2019;Trimestrielle;21;4658,09;316,3;297
;;;SDER4331;388729782;SDER;CTR-037014/0001;"SHARP MX-2614NSF NS 60108750 + Accessoires
";27/02/2017;30/06/2022;Trimestrielle;21;3599,64;86,9;237
;;;RIBET3922;381699958;RIBET BEYRAND;CTR-039636/0001;"Lexmark XC4140 NS 75288020124PW
";20/06/2018;30/09/2023;Trimestrielle;21;1670,72;13,3;110
;;;MCSERV5402;790065973;MC SERVICES;CTR-036978/0001;"SHARP MX-2614NSF - NS 65112340
";14/02/2017;30/06/2022;Trimestrielle;21;3143,99;105,8;207
;;;EREL2677;822740023;EREL CHAUSSURES DE FRANCE;CTR-036630/0001;"SHARP MX-2314NSF NS 45004807 + Accessoires
";01/12/2016;31/12/2019;Trimestrielle;12;2944;101,09;300
;;;KAOLIN6014;402222657;KAOLINE UCD'A;CTR-036955/0001;"SHARP MX-2614NSF - NS 65048551 - 65014382 + Accessoires
";26/01/2017;30/06/2022;Trimestrielle;21;7057,72;325;450
;;;GAVANI0780;32414518400036;GAVANIER SARL;CTR-038412/0001;"SHARP MX-3070NEU NS 75078518 + Accessoires
";20/12/2017;31/12/2020;Trimestrielle;12;6071,03;78,26;600
;;;CANINE1705;42991650500010;STE CANINE HAUTE VIENNE;CTR-036479/0001;"CANON IR C5540i - NS WHN00659 + Accessoires
";07/11/2016;31/12/2019;Trimestrielle;12;10141,36;591,85;990
;;;AMIR2235;53034274000491;LES AMIS DE L'ATELIER;CTR-036759/0001;"Lexmark XC4140 NS 75286210107VP
";01/01/2017;31/03/2022;Trimestrielle;21;2733,9;0;180
;;;SOMAFE0486;304634405;SOMAFER;CTR-036989/0001;"Solution FAXBIS CANON Abonnement  5 ans
";23/01/2017;31/03/2022;Trimestrielle;20;9375;453,33;600
;;;AUTONO2154;52202119500022;GIP AUTONOM LAB;CTR-037440/0001;"CANON IR C3530i NS WSG04073 + Accessoires
";12/06/2017;30/09/2022;Trimestrielle;21;4563,99;60,76;291
;;;VINETO4262;44439455500023;VINS ETONNANTS;CTR-038316/0001;"LEXMARK XC4140 NS 7528732011H5D 
";30/11/2017;31/12/2020;Trimestrielle;12;2031,4;72;207
;;;BASCUL1533;79526468800016;LA BASCULE;CTR-038985/0001;"SHARP MX-2630NEU NS 75147357 + Accessoires
";17/01/2018;30/06/2023;Trimestrielle;21;3599,64;194,87;237
;;;MAURET1853;81392572400011;MAURETTE CHARLES;CTR-038266/0001;"LEXMARK XC4140 NS 75286230109FV + Accessoires
";23/11/2017;31/03/2023;Trimestrielle;21;1670,72;46,63;110
;;Total LACAZE Jean-François;;;;;;;;;;731667,88;9816,07;46341,53
;;MAURELET Christophe;ARMEX0265;412552960;ARMEX SARL;CTR-031915/0001;"MULTIFONCTION SHARP MX-2314 -NS 3504423X_x000D_
Site de PIERRE-BUFFIERE";01/04/2014;30/06/2019;Trimestrielle;21;5097,24;49;325
;;;AXIS1717;41164666400028;AXIS;CTR-034038/0001;"CANON IR C350I - NS QNU01590_x000D_
C2225i - NS LYE61622_x000D_
";01/07/2015;30/09/2020;Trimestrielle;21;8669,59;0;535
;;;BONDOU4117;443411202;ETUDE DE MAITRE BONDOUX;CTR-031387/0001;COPIEUR IR 1024IF - NS DRQ53676;01/01/2014;31/03/2019;Trimestrielle;21;2476,83;49;165
;;;BONNA1599;789797271;SCP BONNAFOUS BREGEON GOLFIER;CTR-031899/0002;"Solution ZEENDOC_x000D_
";01/07/2015;30/06/2019;Trimestrielle;16;4329,72;0;340
;;;;;;CTR-035967/0001;"CANON IR C3320I - NS QTT19153 + Fax Bis_x000D_
";01/07/2016;30/09/2021;Mensuelle;63;7202,7;0;143,33
;;;CAF235200;77799888100026;CAISSE ALLOCATIONS FAMILIALES;CTR-035039/0001;"Lexmark XM1140 - 70155PLM0Y32X-70155PLM0Y40H Lexmark M1140 - 45145PLM2L80B-45145PLM2L802-_x000D_
45145PLM2L809-45145PLM2L860-45145PLM2L7Y9 -Lexmark XM5163 - 74635C66021GF-74635C66021HF-74635C660182G-_x000D_
74635C66021H9-74635C66021K9-74635C66021DV-74635C66021HT";09/12/2015;31/03/2021;Trimestrielle;21;17367,12;250;1000
;;;CAF5230;77799888100026;CAF DE LA CREUSE;CTR-032540/0001;"TASKALFA 3551ci - NS L8K4504867_x000D_
";01/09/2014;31/08/2019;Trimestrielle;20;3463,42;0;224
;;;CBS0483;53956495500018;CBS 87;CTR-036675/0001;"Lexmark  XC4140 - NS 75286230109Y2
";14/12/2016;30/09/2021;Trimestrielle;19;2699,34;35,22;180
;;;CECAF3110;788162212;CE ORGANISMES SOCIAUX;CTR-036415/0001;"Lexmark XM1140 - NS 70156PLM13TT9
";18/10/2016;31/03/2022;Trimestrielle;21;535;29,35;36
;;;CGAI4372;489545277;CENTRE GESTION AGREE INTERPROFES;CTR-036413/0001;"COMCOLOR CC7150-X-JET NS 9009834 + Accessoires
";01/10/2016;31/12/2021;Trimestrielle;21;27787,43;0;1600
;;;;;;CTR-036803/0001;"ZEENDOC FLUX OR 18000 Docts
";01/01/2017;31/12/2019;Trimestrielle;12;15826,96;0;1500
;;;CMB;326531381;CAPEA;CTR-019327/0006;Contrat Forfait Intégral - MAITRE PECAUD;01/04/2015;30/06/2020;Trimestrielle;21;7501,02;0;462,89
;;;;40312439900029;;CTR-019356/0005;Contrat Forfait Intégral - MAGASIN JCB EXPO;01/07/2016;30/09/2021;Trimestrielle;21;3592,04;0;236,5
;;;;32468576700042;;CTR-022039/0005;Contrat Forfait Intégral - MANUFACTURE FAYE;21/10/2015;31/03/2021;Trimestrielle;21;906,5;47,74;61
;;;;77799879000029;;CTR-023288/0008;Contrat Forfait Intégral - GROUPEMENT SANITAIRE & DEFENSE DU ;01/10/2016;31/12/2021;Trimestrielle;21;20719;0;1200
;;;;78015544600021;;CTR-027029/0005;Contrat Forfait Intégral - LE CREUSOIS;01/04/2016;30/06/2021;Trimestrielle;21;1025,41;0;69
;;;;51954080100023;;CTR-028716/0005;Contrat Forfait Intégral - CABINET INFIRMIERES MARTIN;10/11/2015;31/12/2018;Trimestrielle;12;898,84;52,28;92,5
;;;;326719325;;CTR-029230/0005;Contrat Forfait Intégral - CABINET DR DEDET JEAN-PIERRE;01/01/2016;31/12/2018;Trimestrielle;12;923,13;0;95
;;;;41166462600016;;CTR-030019/0002;Contrat Forfait Intégral - CHAUMEIL SARL;22/02/2013;30/06/2018;Trimestrielle;21;920;26,95;63,82
;;;;39426109300030;;CTR-030281/0002;Contrat Forfait Intégral - FAYARD CENTRE AUTO;19/03/2013;30/06/2018;Trimestrielle;21;843;8,45;58,48
;;;;322815432;;CTR-030624/0002;Contrat Forfait Intégral - TRANSPORT ROUGIER;06/06/2013;30/09/2018;Trimestrielle;21;4145,15;0;272,5
;;;;327359519;;CTR-031300/0007;Contrat Forfait Intégral - LIMDOR;01/01/2016;31/03/2021;Trimestrielle;21;16021,77;0;956,5
;;;;327359519;;CTR-031300/0010;Contrat Forfait Intégral  - LIMDOR;11/04/2016;30/09/2021;Trimestrielle;21;597,41;35,78;40,2
;;;;327359519;;CTR-031300/0013;Contrat Forfait Intégral - LIMDOR 3;30/05/2016;30/09/2021;Trimestrielle;21;1813,48;42,91;122,03
;;;;327359519;;CTR-031300/0017;Contrat Forfait Intégral - LIMDOR 4;29/07/2016;31/12/2021;Trimestrielle;21;1077,47;50,43;72,5
;;;;53956495500018;;CTR-031555/0004;Contrat Forfait Intégral - CBS 87;01/07/2016;30/09/2021;Trimestrielle;21;11780,01;0;726,94
;;;;789252160;;CTR-033688/0004;"Contrat Forfait Intégral SDAL4446 _x000D_
STE DISTRIB AUTOMOBILES LIMOUSIN";06/08/2015;31/12/2020;Trimestrielle;21;1763,21;70,66;116,09
;;;;21870750300015;;CTR-033738/0001;"MARCHE ISLE - ORDRE DE SERVICE 1_x000D_
STT - TSN";24/11/2014;23/11/2019;Trimestrielle;20;27233,75;0;1588
;;;;21870750300015;;CTR-033738/0002;"MARCHE ISLE - ORDRE DE SERVICE 2_x000D_
TSN";13/03/2015;12/03/2020;Trimestrielle;20;7460,13;0;435
;;;;21870750300015;;CTR-033738/0003;"MARCHE MAIRIE ISLE - ORDRE DE SERVICE 2_x000D_
TSN";13/03/2016;12/03/2020;Trimestrielle;16;1906;0;135
;;;;21870850100018;;CTR-035576/0001;"’Marché VF-2015-709-00-01-36.00.00, Location et maintenance de copieurs numériques pour les groupes scolaires de la ville de Limoges’’_x000D_
VILLE DE LIMOGES - TSN";01/04/2016;31/03/2020;Trimestrielle;16;124259,41;0;8614
;;;;19870001500011;;CTR-036164/0001;"MARCHE COLLEGE JB COROT 2016-10 - TSN_x000D_
SHARP MX-M266NEU - NS 65024815 Vie scolaire -65024845 Intendance_x000D_
SHARP MX-3050NEU - NS 65088784 SECRETARIAT _x000D_
SHARP MX-M464NSF Salle des prof - NS 65017273 - 65017163_x000D_
";01/07/2016;30/06/2020;Trimestrielle;16;10610,92;0;792
;;;;21870850100018;;CTR-035576/0004;VILLE DE LIMOGES -Marché VF AU18 170 00 D2 39 00 00  Marché complémentaire au Marché location et maintenance de copieurs numériques pour les groupes scolaires de la Ville de Limoges - CMT;30/05/2018;31/03/2020;Trimestrielle;7;2005,9;106,38;302,53
;;;;42531876300017;;CTR-031166/0002;Contrat Forfait Intégral - AMICAL DES SAPEURS POMPIERS NEXON;05/09/2013;31/12/2018;Trimestrielle;21;1252,2;24,55;86,87
;;;;44907934200027;;CTR-023298/0005;Contrat Forfait Intégral - SARL CREUSE AGENCEMENT;01/04/2016;30/06/2021;Trimestrielle;21;5252,58;0;334,9
;;;;762500684;;CTR-030915/0005;"Contrat Forfait Intégral - MASSY TP
";01/04/2018;30/06/2023;Trimestrielle;21;16000;0;955,2
;;;;410599815;;CTR-019277/0007;Contrat Forfait Intégral - MAITRE SYLVIE BARONNET;01/07/2017;30/09/2022;Trimestrielle;21;3400;0;223,86
;;;;40865052100011;;CTR-029788/0005;Contrat Forfait Intégral - COMPAGNIE DES PORCELAINES LIMOGES;01/01/2018;31/03/2023;Trimestrielle;21;2703,52;0;178
;;;;45263032000011;;CTR-029994/0006;Contrat Forfait Intégral - SARL CVI;01/02/2018;30/06/2023;Trimestrielle;21;870,45;36,38;55,5
;;;;317686145;;CTR-027333/0016;Contrat Forfait Intégral  - GESTELIA LIMOUSIN;11/01/2018;30/06/2023;Trimestrielle;21;1946,11;113,89;128,13
;;;;321111940;;CTR-000018/0007;Contrat Forfait Intégral - GRIZON SARL;24/01/2018;30/06/2023;Trimestrielle;21;7024,79;322,72;433,5
;;;;765500186;;CTR-001501/0008;Contrat Forfait Intégral - ETS HEMARD ET VIGNOL;06/03/2018;30/06/2023;Trimestrielle;21;1025,41;19,93;69
;;;;42295709200014;;CTR-037090/0004;Contrat Forfait Intégral - SARRE POIDS LOURDS SERVICE;15/03/2017;31/03/2021;Trimestrielle;16;926,39;14,62;77,4
;;;;34371717900026;;CTR-024661/0003;Contrat Forfait Intégral - SCP PLEINEVERT;01/04/2018;30/06/2023;Trimestrielle;21;8273,13;0;510,53
;;;;34121863400010;;CTR-034595/0004;Contrat Forfait Intégral - LEFORT SA;01/07/2017;30/06/2021;Trimestrielle;16;3200;0;263,42
;;;;384706347;;CTR-018848/0006;Contrat Forfait Intégral - LAREDY SA;01/04/2017;30/06/2022;Trimestrielle;21;10500;0;647,96
;;;;317686145;;CTR-027333/0008;Contrat Forfait Intégral - GESTELIA LIMOUSIN;01/07/2017;30/09/2022;Trimestrielle;21;1700;0;111,93
;;;;21870310600011;;CTR-001831/0003;Contrat Forfait Intégral - MAIRIE LE CHALARD;01/07/2017;30/09/2022;Trimestrielle;21;3300;0;217,27
;;;;262300809;;CTR-037954/0001;"AO CENTRE HOSPITALIER AUBUSSON - SHARP MX-4070NEU NS 78007839 + Accessoires
CMT";01/10/2017;30/09/2020;Trimestrielle;12;4727,39;0;450
;;;;489598854;;CTR-015558/0009;Contrat Forfait Intégral - MB LATHIERE S.A.S.;01/07/2017;30/09/2022;Trimestrielle;21;10000;0;617,1
;;;;828244426;;CTR-037911/0004;Contrat Forfait Intégral - ATHANASSIADIS NICOLAS LAURENTCABINET VETERINAIRE ;22/09/2017;31/12/2022;Trimestrielle;21;965,97;6,36;65
;;;;34302422000018;;CTR-038066/0004;Contrat Forfait Intégral - ALAIN AUPETIT;20/10/2017;31/03/2023;Trimestrielle;21;817,36;43,64;55
;;;;757502240;;CTR-000038/0006;Contrat Forfait Intégral - CE SAFRAN F.S.;16/10/2017;31/03/2023;Trimestrielle;21;3000;165,32;197,52
;;;;399226570;;CTR-033817/0007;Contrat Forfait Intégral - CONFEDERATION NAT. DU LOGEMENT;17/10/2017;31/03/2023;Trimestrielle;21;1890,95;102,85;124,5
;;;;83219990500015;;CTR-038277/0004;Contrat Forfait Intégral - MACB HERVE FOUETILLOU;17/11/2017;31/03/2023;Trimestrielle;21;1144,3;37,66;77
;;;;82533622500016;;CTR-038303/0004;Contrat Forfait Intégral - SARI INDUSTRIE;10/10/2017;31/03/2023;Trimestrielle;21;1613,42;97,94;108,56
;;;;31308881700017;;CTR-021952/0006;Contrat Forfait Intégral - MAISON DE L'AVOCAT CARPA;15/11/2017;31/03/2023;Trimestrielle;21;5404,56;176,05;344,6
;;;;38056452600032;;CTR-038349/0005;Contrat Forfait Intégral - CARREFOUR DU BOIS LIMOUSIN;07/03/2018;30/06/2023;Trimestrielle;21;869,37;16,25;58,5
;;;;328658034;;CTR-001719/0008;Contrat Forfait Intégral - SA LATHIERE;01/04/2018;30/06/2023;Trimestrielle;21;6500;0;414,44
;;;COMUNI7445;47839708600032;COM'UNIK - SARL BONROLH;CTR-035682/0001;"SHARP MX-3050NEU - NS 65126191_x000D_
";01/05/2016;30/09/2021;Trimestrielle;21;3721,14;164,23;245
;;;COOP6000;52558013003912;COOP ATLANTIQUE;CTR-035821/0001;"SHARP MX-2614NSF - NS 65015402 - 65014152 _x000D_
";01/07/2016;30/06/2020;Trimestrielle;16;6325,12;0;490
;;;CVI2724;45263032000011;SARL CVI;CTR-039081/0001;"SHARP MX-2630NEU NS 75054699 + Accessoires
";01/02/2018;30/04/2023;Mensuelle;63;3576,41;0;77
;;;DELCRO0012;39023727900018;ETUDE JACQUES DELCROIX;CTR-034689/0001;"CANON IR C3325I - NS QTS05916_x000D_
LEXMARK M1140 - NS 451457LM2CMD4_x000D_
";01/10/2015;31/12/2020;Trimestrielle;21;7937,12;0;490
;;;DELOME1950;49014699000018;SARL JP DELOMENIE;CTR-038990/0001;"SHARP MX-3050NEU NS 75068230 - 75066738 + SHARP MX-3570NEU NS 7800045Y + Accessoires
";17/01/2018;30/06/2023;Trimestrielle;21;30692,5;1438,89;1750
;;;DOMPS6029;218705804;MAIRIE DE DOMPS;CTR-030827/0001;TASKALFA 2550CI;12/07/2013;11/10/2118;Trimestrielle;21;2873,14;0;195
;;;EPDA0904;26872063800017;E.P.D.A.A.H. GILBERT BALLET;CTR-032448/0001;"TASKalfa 2551ci - NS LHD4615612_x000D_
";04/09/2014;31/12/2019;Trimestrielle;21;2992,1;106,82;197
;;;FAYE1042;381315555;CABINET PHILIPPE FAYE;CTR-029700/0001;MULTIFONCTION SHARP MX-2010USF - NS : 25041953;12/12/2012;31/03/2019;Mensuelle;63;3484,32;51,61;80
;;;FIDAL3737;52503152200069;FIDAL;CTR-035650/0001;"COPIEUR CANON IRAC5240 - NS JPA22818_x000D_
CANON IMAGERUNNER2530 - NS RNV40014_x000D_
CANON IMAGERUNNER2525 - NS RMV05758_x000D_
CANON IRA8085 - NS HNK01374";01/04/2016;30/06/2021;Trimestrielle;21;45190,33;0;2550
;;;GAVINE7676;33457808500030;MAITRE GAVINET;CTR-037085/0001;"SHARP MX-M365NSF NS 6501281Y + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;5410,92;0;345
;;;GEST0263;51505821200025;GESTELIA LIBERALE;CTR-035804/0001;"LEXMARK C4150 - NS 502854901002K _x000D_
";03/05/2016;30/09/2021;Trimestrielle;21;1188,88;51,87;80
;;;HEMARD8041;765500186;ETS HEMARD ET VIGNOL;CTR-035139/0001;"CANON IR C3325I - NS QTS10093_x000D_
";12/01/2016;30/06/2021;Trimestrielle;21;4626,73;259,34;295
;;;LIMISOL;41491915900023;LIMISOL;CTR-033663/0001;"SHARP MX-2314NSF - NS 45096719_x000D_
";04/03/2015;30/06/2020;Trimestrielle;21;4015,06;128,64;256
;;;MASSY9077;762500684;MASSY TP;CTR-032336/0001;"TRACEUR CANON IPF750 - NS AALW8295_x000D_
";21/07/2014;30/09/2019;Trimestrielle;20;3525,26;236,83;240
;;;MBUJAL5004;21870240500018;MAIRIE DE BUJALEUF;CTR-031330/0001;"CANON IR ADVANCE C 5235I - NS JWF08054
CANON IR 2380 NS : DCF20767";01/10/2013;31/12/2018;Trimestrielle;21;15008,37;49;896
;;;MPAGEA4186;218711208;MAIRIE DE PAGEAS;CTR-037914/0001;SHARP MX-2614NSF NS 75016774 + SHARP MX-M264SF NS 35022732;01/10/2017;31/12/2022;Trimestrielle;21;6242,16;0;398
;;;MPEYRA3845;21231510500016;MAIRIE DE PEYRAT LA NONIERE;CTR-037426/0001;"SHARP MX-2614NSF NS 75037571 + Accessoires
";01/07/2017;30/09/2022;Trimestrielle;21;3569,26;0;235
;;;MQUENT5063;21232380200018;MAIRIE ST QUENTIN LA CHABANNE;CTR-031526/0001;MULTIFONCTION SHARP MX-2314NSF - NS 35078216;01/01/2014;31/03/2019;Trimestrielle;21;9560,84;49;590
;;;NADAUD6042;421948464;SARL NADAUD;CTR-035272/0001;"CANON IPF 770 - NS BACH2884_x000D_
";05/02/2016;30/06/2021;Trimestrielle;21;3341,45;135,38;220
;;;NAUDON0948;99705003400013;SARL NAUDON MATHE ET FRERES;CTR-032279/0001;TASKALFA 3051 CI - NS L873905477;01/10/2014;31/12/2019;Trimestrielle;21;5410,92;49;345
;;;;;;CTR-037573/0001;"CANON IRA C3530i NS WSG04681 + CANON IRA C3525i NS WSH07575 + Accessoires
";06/07/2017;31/12/2022;Trimestrielle;21;11019,28;643,04;680
;;;NAVIO7032;41117936900052;O NAVIO THEATRE;CTR-029775/0001;KYOCERA TASKALFA 2550 CI - NS : NUZ2703701;17/01/2013;30/06/2018;Trimestrielle;21;3695,74;206,24;250,83
;;;NEUV5709;50147613900016;SARL NEUVILLE;CTR-030823/0001;COPIEUR NB SHARP MX-M264NSF - NS : 35002834;08/07/2013;31/12/2018;Trimestrielle;21;2563,72;160,76;174
;;;PINLON3737;330592882;SCP PINLON/EXBRAYAT;CTR-036344/0001;"CANON IR C5250i - NS JMN41843 + Accessoires
";01/10/2016;31/12/2021;Trimestrielle;21;13725,49;0;847
;;;REFRAC8885;811579119;REFRACTORY THERMIC SERVICES;CTR-034159/0001;CANON C2025I , NS : KWT09334;09/06/2015;30/06/2020;Trimestrielle;21;3189,55;50,77;210
;;;ROSAS0013;45181483400045;MAITRE ROSAS;CTR-033987/0001;"SHARP MX-2314NSF - NS 4509931Y_x000D_
";29/04/2015;30/09/2020;Trimestrielle;21;3493,32;208,23;230
;;;ROSS1689;529842940;MAITRE ROSSIN BOISSEAU;CTR-032055/0001;TASKALFA 2551CI - NS LHD3X01656;05/05/2014;04/08/2019;Trimestrielle;21;3645,2;289;240
;;;SLPI1737;411312101;SOCIETE ACORA;CTR-030412/0001;TASKALFA 2550CI;11/04/2013;30/09/2018;Trimestrielle;21;3536,17;213,63;240
;;;SOLIDE3752;75243056100015;SOLIDEC;CTR-036182/0001;"CANON IR ADV C3325i - NS QTS22654_x000D_
";06/09/2016;31/12/2021;Trimestrielle;21;4391,47;76,09;280
;;;WILL2788;38465225100057;WILLIAMS SILVER FROST;CTR-039388/0001;"CANON IR BK C256i NS 2FL02021
";11/04/2018;30/09/2023;Trimestrielle;21;2506,08;146,87;165
;;;TOURNE7000;33117810300031;MONSIEUR BERNARD TOURNET;CTR-039260/0001;"Lexmark XC4140 NS 7528749011Z7D
";14/03/2018;31/03/2020;Trimestrielle;8;1583,95;45;225
;;;GROUPE3117;83872093600015;GROUPE AD2;CTR-039514/0001;"SHARP MX-2314NSF NS 45033683 + Accessoires
";23/05/2018;30/06/2021;Trimestrielle;12;1737;75,86;177
;;;AGECON0499;318672441;AGENCE CONTINENTALE;CTR-037602/0001;"SHARP MX-2614NSFNS NS 75082782 + Accessoires
";13/07/2017;31/12/2022;Trimestrielle;21;12882,84;691,3;795
;;;CINDOU1125;81948647300013;CABINET CINDY DOUCET;CTR-037756/0001;"SHARP MX-4070NEU NS 78010557  + Accessoires
";23/08/2017;31/12/2022;Trimestrielle;21;5972,52;156,42;369
;;;CABOLI7245;38056452600032;CARREFOUR DU BOIS LIMOUSIN;CTR-038358/0001;"SHARP MX-2630NEU NS 75053158 + Accessoires
";08/12/2017;31/03/2023;Trimestrielle;21;3143,99;54;207
